id,name,price,date,available,room_type,accommodates,bedrooms,beds,amenities,latitude,longitude,property_type,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,reviews_per_month,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
47405082,Asheville Tackle Box Tiny House,95.0,2023-03-19,f,Entire home/apt,4,1.0,2.0,"[""Shampoo"", ""Coffee"", ""Hair dryer"", ""Coffee maker: Keurig coffee machine"", ""Cleaning products"", ""Extra pillows and blankets"", ""Pets allowed"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""TV"", ""Shower gel"", ""Board games"", ""Keypad"", ""Stove"", ""Wifi"", ""Carbon monoxide alarm"", ""Conditioner"", ""Hangers"", ""Hot water kettle"", ""Microwave"", ""Clothing storage: closet"", ""Patio or balcony"", ""Outdoor furniture"", ""Toaster"", ""Hot water"", ""Kitchen"", ""Fire pit"", ""Wine glasses"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""Private backyard"", ""Ethernet connection"", ""Smoke alarm"", ""Mountain view"", ""Laundromat nearby"", ""Heating"", ""Air conditioning"", ""Body soap""]",35.45915,-82.56076,Tiny home,338836359,2020-02-25,,within an hour,100%,100%,1,365,195,4.94,7.31,2,2,0,0
47461928,"Color Me on the Trail: Mountain views, expansive deck and more!",255.0,2023-03-19,t,Entire home/apt,9,4.0,5.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Extra pillows and blankets"", ""Pets allowed"", ""Dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Washer"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Refrigerator"", ""Keypad"", ""Iron"", ""Stove"", ""Wifi"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hangers"", ""Microwave"", ""Toaster"", ""Hot water"", ""Bathtub"", ""Kitchen"", ""Indoor fireplace"", ""Self check-in"", ""Ceiling fan"", ""Ethernet connection"", ""Smoke alarm"", ""Pack \u2019n play/Travel crib"", ""Oven"", ""Dishwasher"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""TV with standard cable""]",35.52652,-82.48041,Entire home,96187307,2016-09-21,"Asheville, NC",within an hour,99%,97%,1,365,17,4.88,0.71,50,50,0,0
47513955,Feel at Home - Less than 10mins to Downtown AVL!,162.0,2023-03-19,f,Entire home/apt,4,2.0,2.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Cleaning products"", ""Extra pillows and blankets"", ""Dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Clothing storage: closet and dresser"", ""Private entrance"", ""Essentials"", ""Washer"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""Drying rack for clothing"", ""Stove"", ""Wifi"", ""Conditioner"", ""Hangers"", ""Microwave"", ""Security cameras on property"", ""TV with Chromecast"", ""Toaster"", ""Room-darkening shades"", ""Bathtub"", ""Kitchen"", ""Self check-in"", ""Ceiling fan"", ""Lockbox"", ""Smoke alarm"", ""Baking sheet"", ""Oven"", ""Dishwasher"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""Iron""]",35.60753,-82.61299,Entire home,339931230,2020-03-02,"Asheville, NC",,,100%,3,7,47,4.89,1.9,1,1,0,0
47714591,The Hide Out Camper,80.0,2023-03-19,f,Entire home/apt,5,1.0,4.0,"[""Coffee maker"", ""Cleaning products"", ""Extra pillows and blankets"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Trash compactor"", ""Refrigerator"", ""TV"", ""Dining table"", ""Barbecue utensils"", ""Sound system"", ""Stove"", ""Wifi"", ""Olay body soap"", ""Carbon monoxide alarm"", ""Hangers"", ""Microwave"", ""Clothing storage: closet"", ""Security cameras on property"", ""Outdoor furniture"", ""Hot water"", ""Room-darkening shades"", ""Kitchen"", ""Fire pit"", ""Indoor fireplace"", ""First aid kit"", ""Wine glasses"", ""Outdoor dining area"", ""Bikes"", ""Smoke alarm"", ""Baking sheet"", ""Children\u2019s dinnerware"", ""Oven"", ""Backyard"", ""Bed linens"", ""Heating"", ""Air conditioning""]",35.43999,-82.51677,Camper/RV,384379513,2021-01-13,,within a day,100%,83%,1,1125,65,4.91,2.5,1,1,0,0
47716279,Mountain Modern Haven ~ Luxury Green Studio,90.0,2023-03-19,f,Private room,2,1.0,1.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Private patio or balcony"", ""Dishes and silverware"", ""Private entrance"", ""Free street parking"", ""Private living room"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""AC - split type ductless system"", ""Refrigerator"", ""Shower gel"", ""Board games"", ""Keypad"", ""Wifi"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Dedicated workspace"", ""Hangers"", ""Hot water kettle"", ""Microwave"", ""Security cameras on property"", ""Outdoor furniture"", ""Long term stays allowed"", ""Toaster"", ""Hot water"", ""Wine glasses"", ""First aid kit"", ""Self check-in"", ""42\"" HDTV with Apple TV"", ""Mini fridge"", ""Smoke alarm"", ""Laundromat nearby"", ""Bed linens"", ""Heating"", ""Iron""]",35.56791,-82.61392,Private room in guest suite,55044333,2016-01-17,"Asheville, NC",within an hour,100%,100%,2,365,74,5.0,2.84,1,0,1,0
47732580,Best location in Downtown Asheville.  Ideal for 2.  Private room & bath.,129.0,2023-03-19,f,Entire home/apt,3,1.0,1.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Pets allowed"", ""Dishes and silverware"", ""Private entrance"", ""Free street parking"", ""Essentials"", ""Shared patio or balcony"", ""Free parking on premises"", ""Fire extinguisher"", ""Refrigerator"", ""Keypad"", ""Fast wifi \u2013 211 Mbps"", ""Carbon monoxide alarm"", ""EV charger"", ""Microwave"", ""Security cameras on property"", ""Long term stays allowed"", ""Hot water"", ""Bathtub"", ""Kitchen"", ""First aid kit"", ""Self check-in"", ""Smoke alarm"", ""Dishwasher"", ""Backyard"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""TV with standard cable""]",35.60388,-82.55463,Entire rental unit,63470884,2016-03-18,,within an hour,100%,100%,1,1125,120,4.88,4.62,1,1,0,0
47758667,4BR House-Hot Tub-Backyard Forest,223.0,2023-03-19,f,Entire home/apt,10,4.0,4.0,"[""Shampoo"", ""Coffee"", ""Private backyard \u2013 Not fully fenced"", ""Hair dryer"", ""Coffee maker: Keurig coffee machine"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Cooking basics"", ""Dishes and silverware"", ""LG stainless steel gas stove"", ""Private entrance"", ""Free street parking"", ""Essentials"", ""Single level home"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Garden view"", ""Refrigerator"", ""Dining table"", ""Shower gel"", ""Board games"", ""LG stainless steel oven"", ""Barbecue utensils"", ""Keypad"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Body soap"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Clothing storage: dresser, walk-in closet, and closet"", ""Hangers"", ""Central air conditioning"", ""Hot water kettle"", ""Microwave"", ""Security cameras on property"", ""Books and reading material"", ""Outdoor furniture"", ""82\"" HDTV with Amazon Prime Video, Disney+, HBO Max, Hulu, Netflix, standard cable"", ""Central heating"", ""Hot water"", ""Room-darkening shades"", ""Toaster"", ""Bathtub"", ""Kitchen"", ""Long term stays allowed"", ""Fire pit"", ""Wine glasses"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""Ethernet connection"", ""Smoke alarm"", ""Baking sheet"", ""BBQ grill"", ""Private hot tub"", ""Dishwasher"", ""Laundromat nearby"", ""Bed linens"", ""Outdoor dining area"", ""Bidet"", ""Free washer \u2013 In unit"", ""Iron""]",35.47476,-82.49327,Entire home,13976264,2014-04-06,"Asheville, NC",,,94%,5,1125,38,5.0,1.53,2,2,0,0
47788298,"Town Mountain, Stunning Views, Renovated, Moments to Parkway and Downtown, Two Master Bdrms.",466.0,2023-03-19,t,Entire home/apt,12,5.0,7.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Washer"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""Keypad"", ""Iron"", ""Stove"", ""Wifi"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hangers"", ""Microwave"", ""Patio or balcony"", ""Toaster"", ""Hot water"", ""Kitchen"", ""Wine glasses"", ""Self check-in"", ""Smoke alarm"", ""Oven"", ""Dishwasher"", ""Backyard"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""TV with standard cable""]",35.62563,-82.51996,Entire home,167186184,2018-01-11,"Asheville, NC",within an hour,100%,97%,1,365,40,4.93,1.57,115,115,0,0
47810721,Peaceful Sanctuary Above Artisan Bakery,57.0,2023-03-19,f,Entire home/apt,2,1.0,1.0,"[""Shampoo"", ""Coffee"", ""Private backyard \u2013 Not fully fenced"", ""Hair dryer"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Portable heater"", ""Cooking basics"", ""Dishes and silverware"", ""Clothing storage: closet and dresser"", ""Private entrance"", ""Free street parking"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""AC - split type ductless system"", ""Coffee maker: pour-over coffee"", ""Keypad"", ""Wifi"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Hangers"", ""Hot water kettle"", ""Portable fans"", ""Outdoor furniture"", ""Toaster"", ""Hot water"", ""Bathtub"", ""Kitchen"", ""Heating - split type ductless system"", ""Wine glasses"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""Mini fridge"", ""Smoke alarm"", ""Bed linens"", ""Outdoor dining area"", ""Iron""]",35.57946,-82.64509,Entire guesthouse,215033266,2018-09-12,"Asheville, NC",within an hour,100%,99%,2,7,210,4.78,8.4,2,2,0,0
47812966,Blue Ridge Magic: Artist's Hideaway (Brand New),108.0,2023-03-19,t,Entire home/apt,4,1.0,2.0,"[""Shampoo"", ""Private backyard \u2013 Not fully fenced"", ""Hair dryer"", ""Coffee maker"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Breakfast"", ""Cooking basics"", ""HDTV with Roku"", ""Dishes and silverware"", ""Private entrance"", ""Free street parking"", ""Essentials"", ""Samsung stainless steel gas stove"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""Keypad"", ""Clothing storage: dresser and closet"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Luggage dropoff allowed"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Dedicated workspace"", ""Hangers"", ""Central air conditioning"", ""Hot water kettle"", ""Microwave"", ""Outdoor furniture"", ""Long term stays allowed"", ""Toaster"", ""Hot water"", ""Room-darkening shades"", ""Free driveway parking on premises \u2013 1 space"", ""Kitchen"", ""Wine glasses"", ""Self check-in"", ""Little Bluetooth speaker Bluetooth sound system"", ""Stainless steel oven"", ""Smoke alarm"", ""Baking sheet"", ""Dishwasher"", ""Laundromat nearby"", ""Bed linens"", ""Heating"", ""Free washer \u2013 In unit"", ""Iron""]",35.58475,-82.57182,Entire rental unit,385371093,2021-01-20,,within an hour,100%,100%,28,1125,25,5.0,1.01,1,1,0,0
47834023,"""Albergue"" Home base for exploring Asheville & WNC",99.0,2023-03-19,f,Entire home/apt,4,1.0,2.0,"[""Shampoo"", ""Coffee maker"", ""Breakfast"", ""Private entrance"", ""Dishes and silverware"", ""Free street parking"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Refrigerator"", ""TV"", ""Keypad"", ""Wifi"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Microwave"", ""Patio or balcony"", ""Hot water"", ""Self check-in"", ""Smoke alarm"", ""Backyard"", ""Heating"", ""Air conditioning""]",35.6024,-82.573,Entire guest suite,29603611,2015-03-19,"Asheville, NC",within an hour,100%,100%,3,1125,102,4.99,3.97,1,1,0,0
47843399,Lofts at Woolworth in downtown Asheville NC! #201,253.0,2023-03-19,t,Entire home/apt,3,1.0,1.0,"[""Shampoo"", ""Hair dryer"", ""Cleaning products"", ""Extra pillows and blankets"", ""Dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Washer"", ""Freezer"", ""Refrigerator"", ""TV"", ""Shower gel"", ""Keypad"", ""Stove"", ""Wifi"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Dedicated workspace"", ""Blender"", ""Hangers"", ""Microwave"", ""Toaster"", ""Hot water"", ""Room-darkening shades"", ""Kitchen"", ""Wine glasses"", ""Self check-in"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Smoke alarm"", ""Baking sheet"", ""Oven"", ""Dishwasher"", ""Clothing storage"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""Iron""]",35.59546,-82.55421,Entire loft,367363875,2020-09-13,"Asheville, NC",within an hour,100%,100%,2,28,76,4.96,3.1,8,8,0,0
47844976,35 Carolina Lane Loft : Elegant + Edgy  Loft Downtown on Historic Alley + One Free Off Street Parking,235.0,2023-03-19,f,Entire home/apt,4,2.0,2.0,"[""Shampoo"", ""50\"" HDTV with standard cable, Roku"", ""Coffee"", ""Hair dryer"", ""Coffee maker"", ""Fast wifi \u2013 81 Mbps"", ""Cleaning products"", ""Cooking basics"", ""Dishes and silverware"", ""Clothing storage: closet and dresser"", ""Private entrance"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""Keypad"", ""GE stainless steel gas stove"", ""Free dryer \u2013 In unit"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Dedicated workspace"", ""Blender"", ""Hangers"", ""Central air conditioning"", ""Hot water kettle"", ""Microwave"", ""Security cameras on property"", ""Central heating"", ""Hot water"", ""Room-darkening shades"", ""Toaster"", ""Bathtub"", ""Kitchen"", ""Wine glasses"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""Smoke alarm"", ""Baking sheet"", ""Oven"", ""Dishwasher"", ""Single level home"", ""Bed linens"", ""Free washer \u2013 In unit"", ""Iron""]",35.59771,-82.55314,Entire loft,181480147,2018-03-30,"Asheville, NC",within an hour,100%,100%,1,1125,77,4.9,3.06,6,6,0,0
47845490,Luxury condo downtown...In the heart of AVL Fun!!,369.0,2023-03-19,t,Entire home/apt,6,2.0,3.0,"[""Hair dryer"", ""Coffee maker"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Clothing storage: closet and dresser"", ""Private entrance"", ""Essentials"", ""Fire extinguisher"", ""Keypad"", ""Free parking garage on premises \u2013 1 space"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""Central air conditioning"", ""Microwave"", ""Bosch refrigerator"", ""Outdoor furniture"", ""Bosch stainless steel electric stove"", ""Hot water"", ""Room-darkening shades"", ""Kitchen"", ""Bosch stainless steel oven"", ""Self check-in"", ""Ceiling fan"", ""Ethernet connection"", ""HDTV with Amazon Prime Video, Apple TV, standard cable"", ""Smoke alarm"", ""Baking sheet"", ""Dishwasher"", ""Bed linens"", ""Heating"", ""Free washer \u2013 In unit"", ""Iron""]",35.59302,-82.55611,Entire condo,160076615,2017-11-25,"Asheville, NC",within an hour,100%,96%,2,14,47,5.0,1.85,1,1,0,0
47861154,Downtown Asheville on your doorstep,85.0,2023-03-19,f,Entire home/apt,6,2.0,3.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Private patio or balcony"", ""Pets allowed"", ""Dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Washer"", ""Free parking on premises"", ""Fire extinguisher"", ""Refrigerator"", ""TV"", ""Shower gel"", ""Stove"", ""Private backyard \u2013 Fully fenced"", ""Wifi"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hangers"", ""Microwave"", ""Security cameras on property"", ""Hot water"", ""Kitchen"", ""First aid kit"", ""Self check-in"", ""Lockbox"", ""Smoke alarm"", ""Mountain view"", ""Baking sheet"", ""Oven"", ""Dishwasher"", ""Single level home"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""Iron""]",35.5961,-82.56464,Entire bungalow,55199996,2016-01-18,"Asheville, NC",within an hour,100%,100%,30,365,6,5.0,0.42,1,1,0,0
47871995,Lofts at Woolworth in downtown Asheville NC! #206,303.0,2023-03-19,t,Entire home/apt,5,2.0,2.0,"[""Shampoo"", ""Hair dryer"", ""Cleaning products"", ""Extra pillows and blankets"", ""Dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Washer"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""TV"", ""Shower gel"", ""Keypad"", ""Stove"", ""Wifi"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Dedicated workspace"", ""Blender"", ""Hangers"", ""Microwave"", ""Patio or balcony"", ""Toaster"", ""Hot water"", ""Bathtub"", ""Kitchen"", ""Wine glasses"", ""Self check-in"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Smoke alarm"", ""Baking sheet"", ""Oven"", ""Dishwasher"", ""Clothing storage"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""Iron""]",35.59546,-82.55421,Entire loft,367363875,2020-09-13,"Asheville, NC",within an hour,100%,100%,3,28,76,4.97,3.28,8,8,0,0
47872540,Beautiful Guest Suite by Parkway and Bent Creek!,84.0,2023-03-19,f,Entire home/apt,4,1.0,2.0,"[""Shampoo"", ""Coffee"", ""Hair dryer"", ""Coffee maker"", ""Cleaning products"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Private entrance"", ""Free street parking"", ""Single level home"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""TV"", ""Shower gel"", ""Keypad"", ""Clothing storage: dresser and closet"", ""Wifi"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Dedicated workspace"", ""Hangers"", ""Hot water kettle"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Long term stays allowed"", ""Toaster"", ""Hot water"", ""Room-darkening shades"", ""Bathtub"", ""Kitchen"", ""Wine glasses"", ""Self check-in"", ""Ceiling fan"", ""Mini fridge"", ""Smoke alarm"", ""Shared backyard \u2013 Fully fenced"", ""Laundromat nearby"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""Iron""]",35.51158,-82.61052,Entire guest suite,42432803,2015-08-24,"Asheville, NC",within an hour,100%,100%,2,1125,27,4.93,1.06,1,1,0,0
47883934,Comfy2 bedroom home w/Mtn view.  Pets allowed,99.0,2023-03-19,f,Entire home/apt,6,2.0,2.0,"[""Private backyard \u2013 Not fully fenced"", ""Hair dryer"", ""Coffee maker"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Pets allowed"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Fire extinguisher"", ""Dining table"", ""Refrigerator"", ""Keypad"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Viking gas stove"", ""Hangers"", ""Central air conditioning"", ""Microwave"", ""Outdoor furniture"", ""Long term stays allowed"", ""Hot water"", ""Bathtub"", ""Kitchen"", ""Fire pit"", ""Wine glasses"", ""First aid kit"", ""Self check-in"", ""Outdoor dining area"", ""Smoke alarm"", ""Mountain view"", ""Baking sheet"", ""BBQ grill"", ""Free driveway parking on premises \u2013 4 spaces"", ""Oven"", ""Dishwasher"", ""Clothing storage"", ""Bed linens"", ""Heating"", ""HDTV with Netflix, Roku"", ""Free washer \u2013 In unit"", ""Iron""]",35.45559,-82.47377,Entire home,384261838,2021-01-12,"Fletcher, NC",within an hour,100%,98%,2,1125,70,4.86,2.75,3,3,0,0
47891085,Private Oasis in Downtown,93.0,2023-03-19,f,Private room,2,1.0,1.0,"[""Shampoo"", ""Coffee"", ""EV charger - level 2"", ""Hair dryer"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Dishes and silverware"", ""Private entrance"", ""Free street parking"", ""Private living room"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""City skyline view"", ""50\"" HDTV"", ""Wifi"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Dedicated workspace"", ""Hangers"", ""Central air conditioning"", ""Hot water kettle"", ""Microwave"", ""Outdoor furniture"", ""Long term stays allowed"", ""Central heating"", ""Hot water"", ""Room-darkening shades"", ""Bathtub"", ""Wine glasses"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""Lockbox"", ""Lock on bedroom door"", ""Hammock"", ""Mini fridge"", ""Smoke alarm"", ""Coffee maker: drip coffee maker"", ""Clothing storage"", ""Single level home"", ""Bed linens"", ""Outdoor dining area"", ""Iron""]",35.59565,-82.54534,Private room in guest suite,157794377,2017-11-07,"Asheville, NC",within an hour,100%,100%,3,30,23,4.96,2.66,1,0,1,0
47927179,Lil' Castle in the City- 1mile to AVL/ KING Studio,168.0,2023-03-19,t,Entire home/apt,2,1.0,1.0,"[""Shampoo"", ""Coffee"", ""Private backyard \u2013 Not fully fenced"", ""Hair dryer"", ""Coffee maker: Keurig coffee machine"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Dishes and silverware"", ""Private entrance"", ""Single level home"", ""Essentials"", ""Free parking on premises"", ""Freezer"", ""Refrigerator"", ""Shower gel"", ""Keypad"", ""Clothing storage: dresser and closet"", ""Wifi"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Dedicated workspace"", ""Hangers"", ""Central air conditioning"", ""Hot water kettle"", ""Microwave"", ""Portable fans"", ""Books and reading material"", ""Outdoor furniture"", ""Toaster"", ""Hot water"", ""Room-darkening shades"", ""Bathtub"", ""HDTV"", ""Wine glasses"", ""First aid kit"", ""Ceiling fan"", ""Fire pit"", ""Self check-in"", ""Mini fridge"", ""Smoke alarm"", ""Courtyard view"", ""Laundromat nearby"", ""Bed linens"", ""Heating"", ""Iron""]",35.60722,-82.573158,Entire guest suite,72681031,2016-05-18,"Asheville, NC",within an hour,100%,97%,2,1125,40,5.0,2.25,1,1,0,0
47939690,"Whole house - 3 bed, 1.5 bath near UNC Asheville.",125.0,2023-03-19,f,Entire home/apt,6,3.0,3.0,"[""50\"" HDTV with Roku, standard cable"", ""Shampoo"", ""Electric stove"", ""Private backyard \u2013 Not fully fenced"", ""Hair dryer"", ""Coffee maker: Keurig coffee machine"", ""Cleaning products"", ""Private patio or balcony"", ""Pets allowed"", ""Dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Essentials"", ""Washer"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""Wifi"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Blender"", ""Hangers"", ""Central air conditioning"", ""Microwave"", ""Central heating"", ""Room-darkening shades"", ""Kitchen"", ""Sound system with Bluetooth and aux"", ""Wine glasses"", ""Ceiling fan"", ""Host greets you"", ""Smoke alarm"", ""Baking sheet"", ""Oven"", ""Dishwasher"", ""Bidet"", ""Body soap""]",35.62212,-82.57096,Entire home,153758369,2017-10-08,"Kinnelon, NJ",,,100%,2,8,14,4.86,0.81,1,1,0,0
47944926,"South Slope Skyhaus, New Luxury Downtown, Private Elevator, Private Roof-top Terrace, Mtn. Views",309.0,2023-03-19,t,Entire home/apt,6,3.0,3.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Washer"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""Iron"", ""Stove"", ""Wifi"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hangers"", ""Microwave"", ""Patio or balcony"", ""Outdoor furniture"", ""Toaster"", ""Hot water"", ""Elevator"", ""Kitchen"", ""Indoor fireplace"", ""Wine glasses"", ""Smoke alarm"", ""BBQ grill"", ""Oven"", ""Dishwasher"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""TV with standard cable""]",35.58706,-82.5497,Entire townhouse,167186184,2018-01-11,"Asheville, NC",within an hour,100%,97%,1,365,41,4.78,1.64,115,115,0,0
47946151,Sports Park convenient! Sleeps 12. Dog friendly!,198.0,2023-03-19,t,Entire home/apt,12,4.0,5.0,"[""Shampoo"", ""Coffee"", ""Private backyard \u2013 Not fully fenced"", ""Hair dryer"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Pets allowed"", ""Cooking basics"", ""HDTV with Roku"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""Shower gel"", ""BBQ grill: gas"", ""Barbecue utensils"", ""Keypad"", ""Stove"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Dedicated workspace"", ""Blender"", ""Hangers"", ""Central air conditioning"", ""Microwave"", ""Security cameras on property"", ""Bluetooth sound system"", ""Outdoor furniture"", ""Long term stays allowed"", ""Toaster"", ""Hot water"", ""Room-darkening shades"", ""Bathtub"", ""Kitchen"", ""Fire pit"", ""Wine glasses"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Mini fridge"", ""Smoke alarm"", ""Baking sheet"", ""Free driveway parking on premises \u2013 4 spaces"", ""Oven"", ""Dishwasher"", ""Bed linens"", ""Heating"", ""Free washer \u2013 In unit"", ""Iron"", ""Clothing storage: closet, dresser, and walk-in closet""]",35.5516,-82.62646,Entire home,10699816,2013-12-18,"Asheville, NC",within an hour,100%,100%,2,29,135,4.97,5.3,7,7,0,0
47952458,Blue Pines Getaway! Cozy & modern w/deck 15 to AVL,136.0,2023-03-19,f,Entire home/apt,8,3.0,3.0,"[""Shampoo"", ""Coffee"", ""Hair dryer"", ""Coffee maker: Keurig coffee machine"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Free street parking"", ""Essentials"", ""Washer"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""TV"", ""Shower gel"", ""Board games"", ""Barbecue utensils"", ""Keypad"", ""Stove"", ""Wifi"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Dedicated workspace"", ""Hangers"", ""Microwave"", ""Security cameras on property"", ""Outdoor furniture"", ""Long term stays allowed"", ""Toaster"", ""Hot water"", ""Bathtub"", ""Kitchen"", ""Indoor fireplace"", ""First aid kit"", ""Ceiling fan"", ""Wine glasses"", ""Self check-in"", ""Outdoor dining area"", ""Smoke alarm"", ""Baking sheet"", ""BBQ grill"", ""Pack \u2019n play/Travel crib"", ""Oven"", ""Dishwasher"", ""Clothing storage"", ""Backyard"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""Iron""]",35.47424,-82.50727,Entire home,271037725,2019-06-24,"Washington, DC",within an hour,100%,100%,2,100,101,4.97,4.5,2,2,0,0
